method,path,protocol,status,size,referrer,user_agent,malicious
0,67,1,200,0.01324825251228213,11,26,0
0,68,1,200,0.013582159543725861,11,26,0
0,70,1,200,0.012573072853112823,11,26,0
0,56,1,200,0.011669559709206257,11,26,0
0,71,1,200,0.011590993348866556,11,26,0
0,62,1,200,0.010456691521462119,11,26,0
0,64,1,200,0.009965651769338986,11,26,0
0,72,1,200,0.010594182652056595,11,26,0
0,61,1,200,0.009501619203582624,11,26,0
0,35,1,200,0.0004149285905440475,11,26,0
0,59,1,200,0.010459146720222735,11,26,0
0,58,1,200,0.01241594013243342,11,26,0
0,65,1,200,0.010466512316504582,11,26,0
0,60,1,200,0.012496961691533737,11,26,0
0,54,1,200,0.010915813689697249,11,26,0
0,63,1,200,0.00939113525935492,11,26,0
0,55,1,200,0.0100147557445513,11,26,0
0,57,1,200,0.014326084768192407,11,26,0
0,40,1,200,0.0005966132988296067,7,26,0
0,39,1,200,0.0006137996901539164,7,26,0
0,41,1,200,0.00036827981409234985,7,26,0
0,42,1,200,0.0005057709446868271,7,26,0
0,43,1,200,0.0005696061124628344,7,26,0
0,44,1,200,0.007864001630251976,7,26,0
0,90,1,200,0.021834082578155115,11,26,0
0,114,1,404,0.0005745165099840657,8,26,1
0,0,1,200,0.025617543868263853,8,26,0
0,114,1,404,0.0005745165099840657,2,26,1
0,89,1,200,0.02422790136975539,1,170,0
1,89,1,200,0.0004493013731926668,1,170,0
0,89,1,200,0.02422790136975539,1,272,0
1,89,1,200,0.0004493013731926668,1,272,0
0,89,1,200,0.02422790136975539,1,342,0
1,89,1,200,0.0004493013731926668,1,342,0
0,89,1,200,0.02422790136975539,1,261,0
1,89,1,200,0.0004493013731926668,1,261,0
0,89,1,200,0.02422790136975539,1,504,0
1,89,1,200,0.0004493013731926668,1,504,0
0,89,1,200,0.02422790136975539,1,401,0
1,89,1,200,0.0004493013731926668,1,401,0
0,89,1,200,0.02422790136975539,1,158,0
1,89,1,200,0.0004493013731926668,1,158,0
0,89,1,200,0.02422790136975539,1,327,0
0,89,1,200,0.02422790136975539,1,281,0
1,89,1,200,0.0004493013731926668,1,281,0
1,89,1,200,0.0004493013731926668,1,327,0
0,89,1,200,0.02422790136975539,1,496,0
1,89,1,200,0.0004493013731926668,1,496,0
0,89,1,200,0.02422790136975539,1,195,0
1,89,1,200,0.0004493013731926668,1,195,0
0,89,1,200,0.02422790136975539,1,340,0
1,89,1,200,0.0004493013731926668,1,340,0
0,89,1,200,0.02422790136975539,1,413,0
1,89,1,200,0.0004493013731926668,1,413,0
0,89,1,200,0.02422790136975539,1,466,0
1,89,1,303,0.0,1,466,0
0,89,1,200,0.02422790136975539,1,178,0
1,89,1,200,0.0004493013731926668,1,178,0
0,89,1,200,0.02422790136975539,1,468,0
0,89,1,200,0.02422790136975539,1,211,0
1,89,1,200,0.0004493013731926668,1,211,0
1,89,1,200,0.0004493013731926668,1,468,0
0,89,1,200,0.02422790136975539,1,334,0
1,89,1,200,0.0004493013731926668,1,334,0
0,89,1,200,0.02422790136975539,1,418,0
1,89,1,200,0.0004493013731926668,1,418,0
0,89,1,200,0.02422790136975539,1,474,0
1,89,1,200,0.0004493013731926668,1,474,0
0,89,1,200,0.02422790136975539,1,504,0
1,89,1,200,0.0004493013731926668,1,504,0
0,89,1,200,0.02422790136975539,1,531,0
1,89,1,200,0.0004493013731926668,1,531,0
0,89,1,200,0.02422790136975539,1,161,0
1,89,1,200,0.0004493013731926668,1,161,0
0,89,1,200,0.02422790136975539,1,80,0
1,89,1,200,0.0004493013731926668,1,80,0
0,89,1,200,0.02422790136975539,1,107,0
1,89,1,200,0.0004493013731926668,1,107,0
0,89,1,200,0.02422790136975539,1,419,0
1,89,1,200,0.0004493013731926668,1,419,0
0,89,1,200,0.02422790136975539,1,455,0
1,89,1,303,0.0,1,455,0
0,89,1,200,0.02422790136975539,1,506,0
1,89,1,200,0.0004493013731926668,1,506,0
0,89,1,200,0.02422790136975539,1,177,0
1,89,1,200,0.0004493013731926668,1,177,0
0,89,1,200,0.02422790136975539,1,449,0
1,89,1,200,0.0004493013731926668,1,449,0
0,89,1,200,0.02422790136975539,1,444,0
1,89,1,200,0.0004493013731926668,1,444,0
0,89,1,200,0.02422790136975539,1,122,0
1,89,1,200,0.0004493013731926668,1,122,0
0,89,1,200,0.02422790136975539,1,143,0
1,89,1,200,0.0004493013731926668,1,143,0
0,89,1,200,0.02422790136975539,1,141,0
1,89,1,200,0.0004493013731926668,1,141,0
0,89,1,200,0.02422790136975539,1,265,0
1,89,1,200,0.0004493013731926668,1,265,0
0,89,1,200,0.02422790136975539,1,52,0
1,89,1,200,0.0004493013731926668,1,52,0
0,89,1,200,0.02422790136975539,1,300,0
1,89,1,200,0.0004493013731926668,1,300,0
0,89,1,200,0.02422790136975539,1,234,0
1,89,1,200,0.0004493013731926668,1,234,0
0,89,1,200,0.02422790136975539,1,371,0
1,89,1,200,0.0004493013731926668,1,371,0
0,89,1,200,0.02422790136975539,1,260,0
1,89,1,200,0.0004493013731926668,1,260,0
0,89,1,200,0.02422790136975539,1,190,0
1,89,1,200,0.0004493013731926668,1,190,0
0,89,1,200,0.02422790136975539,1,349,0
0,89,1,200,0.02422790136975539,1,416,0
1,89,1,200,0.0004493013731926668,1,416,0
0,27,1,200,0.3888543797063091,22,19,0
0,48,1,404,0.0005205021372505211,17,19,1
1,89,1,200,0.0004493013731926668,1,349,0
0,89,1,200,0.02422790136975539,1,426,0
1,89,1,303,0.0,1,426,0
0,26,1,200,0.0026589802577467654,1,35,0
